"key","opponent","week","event_type","probability","proj","actual","name.team","owner.team","pic.team","name.oppo","owner.oppo","pic.oppo","home","away","matchup","matchupnum","dtg"
"399.l.831392.t.9","399.l.831392.t.2",8,"preevent",0.26,123.06,"0.00","Super Spreaders","Jarod","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43740098334_b47a16.jpg","A Team Has No Name","Matt","https://secure.gravatar.com/avatar/23fe6b3e9016dc589f9891c7249aeee8?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r",9,2,96,"3","2020-09-10 22:23:18"
"399.l.831392.t.1","399.l.831392.t.10",8,"preevent",0.6,154.43,"0.00","3Li Manning","Steve","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/44c0ab7fa14966400bc703ea8de4c5494f3a48edfa616b43cfb87264142297aa.jpg","Off In Church","Thomas R","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24693329483_a47264f392.jpg",1,10,112,"4","2020-09-10 22:23:18"
"399.l.831392.t.10","399.l.831392.t.1",8,"preevent",0.4,140.04,"0.00","Off In Church","Thomas R","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24693329483_a47264f392.jpg","3Li Manning","Steve","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/44c0ab7fa14966400bc703ea8de4c5494f3a48edfa616b43cfb87264142297aa.jpg",10,1,112,"4","2020-09-10 22:23:18"
"399.l.831392.t.5","399.l.831392.t.13",8,"preevent",0.8,180.68,"0.00","Faux Logan","Faux","https://s.yimg.com/cv/apiv2/default/nfl/nfl_7_f.png","Corona incubators","Marc","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24955837179_9ea67a7ec1.jpg",5,13,212,"5","2020-09-10 22:23:18"
"399.l.831392.t.13","399.l.831392.t.5",8,"preevent",0.2,128.11,"0.00","Corona incubators","Marc","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24955837179_9ea67a7ec1.jpg","Faux Logan","Faux","https://s.yimg.com/cv/apiv2/default/nfl/nfl_7_f.png",13,5,212,"5","2020-09-10 22:23:18"
"399.l.831392.t.11","399.l.831392.t.12",8,"preevent",0.74,184.87,"0.00","Papa Ran","Randy","https://secure.gravatar.com/avatar/6ea16527c8ba0e25dae6e966c7ff7775?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r","Pete's Meats","Pete","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43743942174_aa150d.jpg",11,12,288,"6","2020-09-10 22:23:18"
"399.l.831392.t.12","399.l.831392.t.11",8,"preevent",0.26,146.23,"0.00","Pete's Meats","Pete","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43743942174_aa150d.jpg","Papa Ran","Randy","https://secure.gravatar.com/avatar/6ea16527c8ba0e25dae6e966c7ff7775?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r",12,11,288,"6","2020-09-10 22:23:18"
"399.l.831392.t.5","399.l.831392.t.7",9,"preevent",0.36,151.64,"0.00","Faux Logan","Faux","https://s.yimg.com/cv/apiv2/default/nfl/nfl_7_f.png","SheLikesMenards","Logan","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/23204491987_db49fd.jpg",5,7,86,"1","2020-09-10 22:23:18"
"399.l.831392.t.7","399.l.831392.t.5",9,"preevent",0.64,172.95,"0.00","SheLikesMenards","Logan","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/23204491987_db49fd.jpg","Faux Logan","Faux","https://s.yimg.com/cv/apiv2/default/nfl/nfl_7_f.png",7,5,86,"1","2020-09-10 22:23:18"
"399.l.831392.t.4","399.l.831392.t.8",9,"preevent",0.62,168.67,"0.00","Cobra Kai","David","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24929317579_936210fcd8.jpg","ScandanavianHogs","jimmy","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29574240379_dbc881.jpg",4,8,92,"2","2020-09-10 22:23:18"
"399.l.831392.t.8","399.l.831392.t.4",9,"preevent",0.38,149.48,"0.00","ScandanavianHogs","jimmy","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29574240379_dbc881.jpg","Cobra Kai","David","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24929317579_936210fcd8.jpg",8,4,92,"2","2020-09-10 22:23:18"
"399.l.831392.t.3","399.l.831392.t.9",9,"preevent",0.32,153.74,"0.00","Fútbol Americano","Richard","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29119912835_5e2e3ece8e.jpg","Super Spreaders","Jarod","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43740098334_b47a16.jpg",3,9,102,"3","2020-09-10 22:23:18"
"399.l.831392.t.9","399.l.831392.t.3",9,"preevent",0.68,181.31,"0.00","Super Spreaders","Jarod","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43740098334_b47a16.jpg","Fútbol Americano","Richard","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29119912835_5e2e3ece8e.jpg",9,3,102,"3","2020-09-10 22:23:18"
"399.l.831392.t.2","399.l.831392.t.10",9,"preevent",0.81,179.74,"0.00","A Team Has No Name","Matt","https://secure.gravatar.com/avatar/23fe6b3e9016dc589f9891c7249aeee8?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r","Off In Church","Thomas R","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24693329483_a47264f392.jpg",2,10,116,"4","2020-09-10 22:23:18"
"399.l.831392.t.10","399.l.831392.t.2",9,"preevent",0.19,129.83,"0.00","Off In Church","Thomas R","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24693329483_a47264f392.jpg","A Team Has No Name","Matt","https://secure.gravatar.com/avatar/23fe6b3e9016dc589f9891c7249aeee8?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r",10,2,116,"4","2020-09-10 22:23:18"
"399.l.831392.t.1","399.l.831392.t.11",9,"preevent",0.43,155.93,"0.00","3Li Manning","Steve","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/44c0ab7fa14966400bc703ea8de4c5494f3a48edfa616b43cfb87264142297aa.jpg","Papa Ran","Randy","https://secure.gravatar.com/avatar/6ea16527c8ba0e25dae6e966c7ff7775?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r",1,11,134,"5","2020-09-10 22:23:18"
"399.l.831392.t.11","399.l.831392.t.1",9,"preevent",0.57,166,"0.00","Papa Ran","Randy","https://secure.gravatar.com/avatar/6ea16527c8ba0e25dae6e966c7ff7775?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r","3Li Manning","Steve","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/44c0ab7fa14966400bc703ea8de4c5494f3a48edfa616b43cfb87264142297aa.jpg",11,1,134,"5","2020-09-10 22:23:18"
"399.l.831392.t.12","399.l.831392.t.13",9,"preevent",0.28,163.4,"0.00","Pete's Meats","Pete","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43743942174_aa150d.jpg","Corona incubators","Marc","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24955837179_9ea67a7ec1.jpg",12,13,338,"6","2020-09-10 22:23:18"
"399.l.831392.t.13","399.l.831392.t.12",9,"preevent",0.72,202.34,"0.00","Corona incubators","Marc","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24955837179_9ea67a7ec1.jpg","Pete's Meats","Pete","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43743942174_aa150d.jpg",13,12,338,"6","2020-09-10 22:23:18"
"399.l.831392.t.5","399.l.831392.t.8",10,"preevent",0.18,140.76,"0.00","Faux Logan","Faux","https://s.yimg.com/cv/apiv2/default/nfl/nfl_7_f.png","ScandanavianHogs","jimmy","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29574240379_dbc881.jpg",5,8,102,"1","2020-09-10 22:23:18"
"399.l.831392.t.8","399.l.831392.t.5",10,"preevent",0.82,197.55,"0.00","ScandanavianHogs","jimmy","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29574240379_dbc881.jpg","Faux Logan","Faux","https://s.yimg.com/cv/apiv2/default/nfl/nfl_7_f.png",8,5,102,"1","2020-09-10 22:23:18"
"399.l.831392.t.4","399.l.831392.t.9",10,"preevent",0.13,111.87,"0.00","Cobra Kai","David","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24929317579_936210fcd8.jpg","Super Spreaders","Jarod","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43740098334_b47a16.jpg",4,9,110,"2","2020-09-10 22:23:18"
"399.l.831392.t.9","399.l.831392.t.4",10,"preevent",0.87,173.24,"0.00","Super Spreaders","Jarod","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43740098334_b47a16.jpg","Cobra Kai","David","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24929317579_936210fcd8.jpg",9,4,110,"2","2020-09-10 22:23:18"
"399.l.831392.t.3","399.l.831392.t.10",10,"preevent",0.59,181.46,"0.00","Fútbol Americano","Richard","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29119912835_5e2e3ece8e.jpg","Off In Church","Thomas R","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24693329483_a47264f392.jpg",3,10,122,"3","2020-09-10 22:23:18"
"399.l.831392.t.10","399.l.831392.t.3",10,"preevent",0.41,167.25,"0.00","Off In Church","Thomas R","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24693329483_a47264f392.jpg","Fútbol Americano","Richard","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29119912835_5e2e3ece8e.jpg",10,3,122,"3","2020-09-10 22:23:18"
"399.l.831392.t.2","399.l.831392.t.11",10,"preevent",0.59,152.38,"0.00","A Team Has No Name","Matt","https://secure.gravatar.com/avatar/23fe6b3e9016dc589f9891c7249aeee8?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r","Papa Ran","Randy","https://secure.gravatar.com/avatar/6ea16527c8ba0e25dae6e966c7ff7775?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r",2,11,138,"4","2020-09-10 22:23:18"
"399.l.831392.t.11","399.l.831392.t.2",10,"preevent",0.41,140.01,"0.00","Papa Ran","Randy","https://secure.gravatar.com/avatar/6ea16527c8ba0e25dae6e966c7ff7775?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r","A Team Has No Name","Matt","https://secure.gravatar.com/avatar/23fe6b3e9016dc589f9891c7249aeee8?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r",11,2,138,"4","2020-09-10 22:23:18"
"399.l.831392.t.1","399.l.831392.t.12",10,"preevent",0.31,136.6,"0.00","3Li Manning","Steve","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/44c0ab7fa14966400bc703ea8de4c5494f3a48edfa616b43cfb87264142297aa.jpg","Pete's Meats","Pete","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43743942174_aa150d.jpg",1,12,158,"5","2020-09-10 22:23:18"
"399.l.831392.t.12","399.l.831392.t.1",10,"preevent",0.69,165.21,"0.00","Pete's Meats","Pete","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43743942174_aa150d.jpg","3Li Manning","Steve","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/44c0ab7fa14966400bc703ea8de4c5494f3a48edfa616b43cfb87264142297aa.jpg",12,1,158,"5","2020-09-10 22:23:18"
"399.l.831392.t.7","399.l.831392.t.13",10,"preevent",0.16,110.55,"0.00","SheLikesMenards","Logan","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/23204491987_db49fd.jpg","Corona incubators","Marc","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24955837179_9ea67a7ec1.jpg",7,13,238,"6","2020-09-10 22:23:18"
"399.l.831392.t.13","399.l.831392.t.7",10,"preevent",0.84,169.6,"0.00","Corona incubators","Marc","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24955837179_9ea67a7ec1.jpg","SheLikesMenards","Logan","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/23204491987_db49fd.jpg",13,7,238,"6","2020-09-10 22:23:18"
"399.l.831392.t.5","399.l.831392.t.9",11,"preevent",0.64,149.15,"0.00","Faux Logan","Faux","https://s.yimg.com/cv/apiv2/default/nfl/nfl_7_f.png","Super Spreaders","Jarod","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43740098334_b47a16.jpg",5,9,120,"1","2020-09-10 22:23:18"
"399.l.831392.t.9","399.l.831392.t.5",11,"preevent",0.36,130.18,"0.00","Super Spreaders","Jarod","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43740098334_b47a16.jpg","Faux Logan","Faux","https://s.yimg.com/cv/apiv2/default/nfl/nfl_7_f.png",9,5,120,"1","2020-09-10 22:23:18"
"399.l.831392.t.7","399.l.831392.t.8",11,"preevent",0.48,152.94,"0.00","SheLikesMenards","Logan","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/23204491987_db49fd.jpg","ScandanavianHogs","jimmy","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29574240379_dbc881.jpg",7,8,128,"2","2020-09-10 22:23:18"
"399.l.831392.t.8","399.l.831392.t.7",11,"preevent",0.52,156.31,"0.00","ScandanavianHogs","jimmy","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29574240379_dbc881.jpg","SheLikesMenards","Logan","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/23204491987_db49fd.jpg",8,7,128,"2","2020-09-10 22:23:18"
"399.l.831392.t.4","399.l.831392.t.10",11,"preevent",0.12,105.9,"0.00","Cobra Kai","David","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24929317579_936210fcd8.jpg","Off In Church","Thomas R","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24693329483_a47264f392.jpg",4,10,130,"3","2020-09-10 22:23:18"
"399.l.831392.t.10","399.l.831392.t.4",11,"preevent",0.88,174.74,"0.00","Off In Church","Thomas R","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24693329483_a47264f392.jpg","Cobra Kai","David","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24929317579_936210fcd8.jpg",10,4,130,"3","2020-09-10 22:23:18"
"399.l.831392.t.3","399.l.831392.t.11",11,"preevent",0.71,189.21,"0.00","Fútbol Americano","Richard","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29119912835_5e2e3ece8e.jpg","Papa Ran","Randy","https://secure.gravatar.com/avatar/6ea16527c8ba0e25dae6e966c7ff7775?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r",3,11,144,"4","2020-09-10 22:23:18"
"399.l.831392.t.11","399.l.831392.t.3",11,"preevent",0.29,155.93,"0.00","Papa Ran","Randy","https://secure.gravatar.com/avatar/6ea16527c8ba0e25dae6e966c7ff7775?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r","Fútbol Americano","Richard","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29119912835_5e2e3ece8e.jpg",11,3,144,"4","2020-09-10 22:23:18"
"399.l.831392.t.2","399.l.831392.t.12",11,"preevent",0.54,160.16,"0.00","A Team Has No Name","Matt","https://secure.gravatar.com/avatar/23fe6b3e9016dc589f9891c7249aeee8?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r","Pete's Meats","Pete","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43743942174_aa150d.jpg",2,12,162,"5","2020-09-10 22:23:18"
"399.l.831392.t.12","399.l.831392.t.2",11,"preevent",0.46,154.22,"0.00","Pete's Meats","Pete","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43743942174_aa150d.jpg","A Team Has No Name","Matt","https://secure.gravatar.com/avatar/23fe6b3e9016dc589f9891c7249aeee8?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r",12,2,162,"5","2020-09-10 22:23:18"
"399.l.831392.t.1","399.l.831392.t.13",11,"preevent",0.31,167.93,"0.00","3Li Manning","Steve","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/44c0ab7fa14966400bc703ea8de4c5494f3a48edfa616b43cfb87264142297aa.jpg","Corona incubators","Marc","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24955837179_9ea67a7ec1.jpg",1,13,184,"6","2020-09-10 22:23:18"
"399.l.831392.t.13","399.l.831392.t.1",11,"preevent",0.69,199.71,"0.00","Corona incubators","Marc","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24955837179_9ea67a7ec1.jpg","3Li Manning","Steve","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/44c0ab7fa14966400bc703ea8de4c5494f3a48edfa616b43cfb87264142297aa.jpg",13,1,184,"6","2020-09-10 22:23:18"
"399.l.831392.t.1","399.l.831392.t.2",12,"preevent",0.44,169,"0.00","3Li Manning","Steve","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/44c0ab7fa14966400bc703ea8de4c5494f3a48edfa616b43cfb87264142297aa.jpg","A Team Has No Name","Matt","https://secure.gravatar.com/avatar/23fe6b3e9016dc589f9891c7249aeee8?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r",1,2,8,"1","2020-09-10 22:23:18"
"399.l.831392.t.2","399.l.831392.t.1",12,"preevent",0.56,178.59,"0.00","A Team Has No Name","Matt","https://secure.gravatar.com/avatar/23fe6b3e9016dc589f9891c7249aeee8?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r","3Li Manning","Steve","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/44c0ab7fa14966400bc703ea8de4c5494f3a48edfa616b43cfb87264142297aa.jpg",2,1,8,"1","2020-09-10 22:23:18"
"399.l.831392.t.5","399.l.831392.t.10",12,"preevent",0.59,196.73,"0.00","Faux Logan","Faux","https://s.yimg.com/cv/apiv2/default/nfl/nfl_7_f.png","Off In Church","Thomas R","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24693329483_a47264f392.jpg",5,10,140,"2","2020-09-10 22:23:18"
"399.l.831392.t.10","399.l.831392.t.5",12,"preevent",0.41,181.6,"0.00","Off In Church","Thomas R","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24693329483_a47264f392.jpg","Faux Logan","Faux","https://s.yimg.com/cv/apiv2/default/nfl/nfl_7_f.png",10,5,140,"2","2020-09-10 22:23:18"
"399.l.831392.t.7","399.l.831392.t.9",12,"preevent",0.57,191.04,"0.00","SheLikesMenards","Logan","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/23204491987_db49fd.jpg","Super Spreaders","Jarod","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43740098334_b47a16.jpg",7,9,146,"3","2020-09-10 22:23:18"
"399.l.831392.t.9","399.l.831392.t.7",12,"preevent",0.43,180.73,"0.00","Super Spreaders","Jarod","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43740098334_b47a16.jpg","SheLikesMenards","Logan","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/23204491987_db49fd.jpg",9,7,146,"3","2020-09-10 22:23:18"
"399.l.831392.t.4","399.l.831392.t.11",12,"preevent",0.34,167.52,"0.00","Cobra Kai","David","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24929317579_936210fcd8.jpg","Papa Ran","Randy","https://secure.gravatar.com/avatar/6ea16527c8ba0e25dae6e966c7ff7775?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r",4,11,152,"4","2020-09-10 22:23:18"
"399.l.831392.t.11","399.l.831392.t.4",12,"preevent",0.66,193.2,"0.00","Papa Ran","Randy","https://secure.gravatar.com/avatar/6ea16527c8ba0e25dae6e966c7ff7775?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r","Cobra Kai","David","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24929317579_936210fcd8.jpg",11,4,152,"4","2020-09-10 22:23:18"
"399.l.831392.t.3","399.l.831392.t.12",12,"preevent",0.48,187.12,"0.00","Fútbol Americano","Richard","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29119912835_5e2e3ece8e.jpg","Pete's Meats","Pete","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43743942174_aa150d.jpg",3,12,168,"5","2020-09-10 22:23:18"
"399.l.831392.t.12","399.l.831392.t.3",12,"preevent",0.52,189.64,"0.00","Pete's Meats","Pete","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43743942174_aa150d.jpg","Fútbol Americano","Richard","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29119912835_5e2e3ece8e.jpg",12,3,168,"5","2020-09-10 22:23:18"
"399.l.831392.t.8","399.l.831392.t.13",12,"preevent",0.49,199.72,"0.00","ScandanavianHogs","jimmy","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29574240379_dbc881.jpg","Corona incubators","Marc","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24955837179_9ea67a7ec1.jpg",8,13,254,"6","2020-09-10 22:23:18"
"399.l.831392.t.13","399.l.831392.t.8",12,"preevent",0.51,201.65,"0.00","Corona incubators","Marc","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24955837179_9ea67a7ec1.jpg","ScandanavianHogs","jimmy","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29574240379_dbc881.jpg",13,8,254,"6","2020-09-10 22:23:18"
"399.l.831392.t.1","399.l.831392.t.3",13,"preevent",0.18,136.18,"0.00","3Li Manning","Steve","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/44c0ab7fa14966400bc703ea8de4c5494f3a48edfa616b43cfb87264142297aa.jpg","Fútbol Americano","Richard","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29119912835_5e2e3ece8e.jpg",1,3,14,"1","2020-09-10 22:23:18"
"399.l.831392.t.3","399.l.831392.t.1",13,"preevent",0.82,193.02,"0.00","Fútbol Americano","Richard","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29119912835_5e2e3ece8e.jpg","3Li Manning","Steve","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/44c0ab7fa14966400bc703ea8de4c5494f3a48edfa616b43cfb87264142297aa.jpg",3,1,14,"1","2020-09-10 22:23:18"
"399.l.831392.t.5","399.l.831392.t.11",13,"preevent",0.51,195.94,"0.00","Faux Logan","Faux","https://s.yimg.com/cv/apiv2/default/nfl/nfl_7_f.png","Papa Ran","Randy","https://secure.gravatar.com/avatar/6ea16527c8ba0e25dae6e966c7ff7775?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r",5,11,162,"2","2020-09-10 22:23:18"
"399.l.831392.t.8","399.l.831392.t.9",13,"preevent",0.54,186.46,"0.00","ScandanavianHogs","jimmy","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29574240379_dbc881.jpg","Super Spreaders","Jarod","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43740098334_b47a16.jpg",8,9,162,"2","2020-09-10 22:23:18"
"399.l.831392.t.9","399.l.831392.t.8",13,"preevent",0.46,180.71,"0.00","Super Spreaders","Jarod","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/43740098334_b47a16.jpg","ScandanavianHogs","jimmy","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/29574240379_dbc881.jpg",9,8,162,"2","2020-09-10 22:23:18"
"399.l.831392.t.11","399.l.831392.t.5",13,"preevent",0.49,194.2,"0.00","Papa Ran","Randy","https://secure.gravatar.com/avatar/6ea16527c8ba0e25dae6e966c7ff7775?d=https%3A%2F%2Fs.yimg.com%2Fdh%2Fap%2Ffantasy%2Fimg%2Fprofile_96.png&s=96&r=r","Faux Logan","Faux","https://s.yimg.com/cv/apiv2/default/nfl/nfl_7_f.png",11,5,162,"2","2020-09-10 22:23:18"
"399.l.831392.t.7","399.l.831392.t.10",13,"preevent",0.72,181.52,"0.00","SheLikesMenards","Logan","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/23204491987_db49fd.jpg","Off In Church","Thomas R","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24693329483_a47264f392.jpg",7,10,166,"3","2020-09-10 22:23:18"
"399.l.831392.t.10","399.l.831392.t.7",13,"preevent",0.28,147.31,"0.00","Off In Church","Thomas R","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/24693329483_a47264f392.jpg","SheLikesMenards","Logan","https://yahoofantasysports-res.cloudinary.com/image/upload/t_s192sq/fantasy-logos/23204491987_db49fd.jpg",10,7,166,"3","2020-09-10 22:23:18"
